title,price,location,description,bedrooms,bathrooms,floor_area,land_size,property_type,subcategories,listing_url,listing_id,geo_location,car_spaces,classification,subdivision_name
6 Bedroom Modern Townhouse for Sale in Sikatuna Village Diliman Quezon City,27500000,"Sikatuna Village, Quezon City","House and Lot for Sale in Sikatuna Village Diliman Quezon City  Lot Area: 100.02 sqm Floor Area: 318.20 - 319.14 sqm 6 Bedrooms 5 Toilet and Bath Powder Room 2 Car Garage  Price: 27,500,000 Cash or Bank Financing 2 Units Available (Units B & E)  GROUND FLOOR: Family Den, Powder Room, Bedroom 1 with T&B, Lanai, 2 Car Garage SECOND FLOOR: Living Area, Dining Area, Kitchen Area, Bedroom 2 with T&B THIRD FLOOR: Bedroom 3 with T&B, Master's Bedroom with T&B & WIC, Balcony ROOF DECK: Help's Room with T&B, Service Area with Laundry Area  Multi-Point Water Heaters Intercom System CCTV Split-Type Inverter Air conditioners Pin Lights & Lighting Fixtures Overhead Watertank w/ Pressure Pump Premium Laminated Cabinetry Built-In Cooktop, Oven and Range Hood Automatic Gate Electric Fence  For Viewing Schedule",6,5,318.2,100.02,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/6-bedroom-modern-townhouse-for-sale-in-sikatuna-vi-173075092191/,HO672929C918056PH,"[121.057875,14.636902]",2,,Sikatuna Village
"Newly Renovated House and Lot for Sale in Filinvest 2, Quezon City",29000000,"Batasan Hills, Quezon City","Newly Renovated House and Lot for Sale in Filinvest 2, Quezon City  Lot area: 269 square meters Floor area: 288 square meters  Property Features:  5 Bedrooms 4 Toilet and Bath Service area Maid’s Room with Toilet and Bath 2 Car Garage  Additional Features of the Property:   Open floor plan living & dining Complete lighting fixtures walk-in closet for the master’s bedroom Swimming Pool Gated Community with 24 Hours Security Maynilad Water Supply With Roving Guards Nice Location  Market Price: 29,000,000.00  Direct Buyer Only!  Let me help you find your DREAM HOME. You may also enlist your property with us. Call me or message me for viewings or inquiries.  Rainier Espiritu Sales Person   Under Licensed Real Estate Broker No. 0022291 HLURB no. 0042938",5,5,288,269,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/newly-renovated-house-and-lot-for-sale-in-filinves-17309629833/,HO6721D10B47333PH,"[121.096563,14.681641]",2,,Filinvest 2 Subdivision
"Cubao Quezon City Townhouse near New Manila, Timog, Tomas Morato, Scout area",20900000,"Cubao, Quezon City","Quezon City Townhouse for Sale at Cubao (near New Manila, Tomas Morato, Timog, Scout area)  Price: 20.9M to 23.4M Floor area: 180 to 190 sqm * 3 Toilet & Bath * 6 Toilet & Bath * 2 Car Garage * Split-type Airconditioners included * Electric fence, CCTV * Guard House  [Direct clients only] [Prices are subject to change w/out prior notice]  PRC #24611 DHSUD #4455",3,3,190,56,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/cubao-quezon-city-townhouse-near-new-manila-timog-173094485965/,HO672C1F5B0AAB6PH,"[121.0572,14.61777]",2,,Cubao Townhomes
Prime Townhouse Unit For Sale in Circulo Verde Garden Homes,25000000,"Libis, Quezon City","Rare Prime Townhouse For Sale in Circulo Verde
beside Ayala Parklinks and Eastwood City

Location: Circulo Verde Garden Homes, Quezon City

Floor area: 191sqm
Lot Area: 58.75sqm

4 Storey Townhouse
3 Bedrooms
3 Toilet & Baths
2 Car Garage

- With basement (special unit)
- Maid’s Room w/ T&B
- Storage Room
- Family Area

*2 Adjacent Units

Price: P25,000,000 each

.

For inquiries and viewing request, or if you want us to feature your properties at Presello, please contact:

PAUL NGO
Presello | Licensed Associate
Under REBL #12521",3,3,191,58.75,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/prime-townhouse-unit-for-sale-in-circulo-verde-gar-173124915479/,HO6730C40257B53PH,"[121.08737291035,14.602496634189]",N/A,N/A,N/A
"RUSH SALE: MODERN VICTORIAN HOUSE AND LOT IN VISTA REAL CLASSICA 2, QUEZON CITY",105000000,"Batasan Hills, Quezon City","Rush Sale: 3-Storey Corner Modern Victorian House with Attic at Vista Real Classica 2 Commonwealth, Quezon City   Lot area: 449 sq.m Floor area: 1,100 sqm.  Corner house  Built to last and can withstand strong earthquake 300 sq.m attic  7 Bedrooms with en-suite bathrooms  1 Maid's room with toilet and bath  1 Driver's room with toilet and bath  1 big terrace overlooking San Mateo Mountains 2 main kitchen and dirty kitchen  Laundry area  3 car garage  2 Lanai Flood free  Far from faultline     Selling price : PhP 105,000,000 Negotiable    Deliverables:  Tigula roofing, Italy tiles at terraces and lanai and bathrooms, Narra planks at bedrooms and living room, 2 inches thick Narra staircase, provision for CCTV / Big underground cystern tank / 7 electrical pannel board / backup generator/ massive structure of the house",7,7,1100,449,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/rush-sale-modern-victorian-house-and-lot-in-vista-173106935290/,HO672E05A8B4268PH,"[121.096563,14.681641]",N/A,N/A,Vista Real Classica
Dream Brand New House & Lot West Fairview Q.C. Philhomes - Gio Matias,6850000,"Fairview, Quezon City","PROJECT - VALIANT RESIDENCES 2   Location - West Fairview Subd.,Quezon City    HOUSE FEATURES  2-Storey  3 Bedrooms 2 Toilet and Bath 1 Car Garage    LOT AREA: 61.40 sq.m FLOOR AREA: 87.69 sq.m    Selling Price- 6,850,000    Sample Computation:    Selling Price : P 6,850,000  20% Down Payment : P 1,370,000 Less Reservation : P 30,000  20% Net Dp : P 1,340,000 pay in 6-12 months zero interest  80% bank balance : 5,480,000 Estimated 3-Year Fixed Term @ 7% Per annum  20 Years To Pay : P 42.486.38/ Month     Nearby establishments:    HOSPITALS    700m Commonwealth Medical Center   1.5 THe Medical City, SM Fairview   2.9km Commonwealth General Hospital   SCHOOLS    2.6 km OB Montessori Fairview   3.2km Hope Christian School   5.4km School of Holy Spirit   9,9km UP Diliman   12.2km Mirriam College   12.6km Ateneo De Manila   RELIGIOUS INSTITUTIONS    400m Shrine of St. Paul  2.7km Good Shepherd Cathedral   1.2km Mary the Queen Church   SHOPPING AND DINING   1.0km SM FAIRVIEW  1.3km Ayala Fairview Terraces  1.4km S & R Membership Shopping   3.8km Wilcon Home Depot   1.0km Robinsons Fairview  OTHERS    1.0km Nearest MRT 7 Station Mindanao Avenue   6.0km NLEX Entrance via Smart Connect",3,2,87,61,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/west-fairview-subdivision/dream-brand-new-house-lot-west-fairview-q-c-philho-172318126323/,HO5EF98345680CAPH,"[121.06821,14.702178]",1,,West Fairview Subdivision
Incentivized Brand New House & Lot Greenview Village Q.C. Philhomes - Gio Matias,7800000,"Fairview, Quezon City","CUSTOMIZED PROJECT  PROJECT - GREENVIEW EXECUTIVE VILLAGE  Location - GREENVIEW EXECUTIVE VILLAGE FAIRVIEW DAHLIA.,Q.C.  HOUSE FEATURES  2-Storey 3 Bedrooms 2 Toilet and Bath 1 Car Garage    LOT AREA: 90 sq.m FLOOR AREA: 80 sq.m  Selling Price- 7,800,000  Sample Computation:  Selling Price : P 7,800,000  20% Down Payment : P 1,560,000 Less Reservation : P 50,000  20% Net Dp : P 1,510,000  Another 25%: 1,950,000 (18 months to pay: 108,333.33) 0 INTEREST  55% bank balance : 4,290,000 Estimated 3-Year Fixed Term @ 7% Per annum  15 Years To Pay : P 38,559.73 / Month   LIFESTYLE HUBS NEARBY HOSPITALS 700m Commonwealth Medical Center  1.5 THe Medical City, SM Fairview  2.9km Commonwealth General Hospital   SCHOOLS 2.6 km OB Montessori Fairview  3.2km Hope Christian School  5.4km School of Holy Spirit  9,9km UP Diliman  12.2km Mirriam College  12.6km Ateneo De Manila   RELIGIOUS INSTITUTIONS 400m Shrine of St. Paul 2.7km Good Shepherd Cathedral  1.2km Mary the Queen Church  SHOPPING AND DINING 1.0km SM FAIRVIEW 1.3km Ayala Fairview Terraces  1.4km S & R Membership Shopping  3.8km Wilcon Home Depot  1.0km Robinsons Fairview   OTHERS 1.0km Nearest MRT 7 Station Mindanao Avenue  6.0km NLEX Entrance via Smart Connect",3,2,80,90,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/greenview-executive-village/incentivized-brand-new-house-lot-greenview-village-17152341336/,HO5EF98233B9E3CPH,"[121.06821,14.702178]",1,,GREENVIEW EXECUTIVE VILLAGE
Artisan Brand New House & Lot Greenview Village Q.C. Philhomes - Gio Matias,7800000,"Sauyo, Quezon City","CUSTOMIZED PROJECT  PROJECT - GREENVIEW EXECUTIVE VILLAGE  Location - GREENVIEW EXECUTIVE VILLAGE FAIRVIEW DAHLIA.,Q.C.  HOUSE FEATURES  2-Storey 3 Bedrooms 2 Toilet and Bath 1 Car Garage  LOT AREA: 90 sq.m FLOOR AREA: 80 sq.m  Selling Price- 7,800,000  Sample Computation:  Selling Price : P 7,800,000  20% Down Payment  : P 1,560,000 Less Reservation : P 50,000  20% Net Dp : P 1,510,000  Another 25%: 1,950,000 (18 months to pay: 108,333.33) 0 INTEREST  55% bank balance : 4,290,000 Estimated 3-Year Fixed Term @ 7% Per annum  15 Years To Pay : P 38,559.73 / Month   LIFESTYLE HUBS NEARBY HOSPITALS 700m Commonwealth Medical Center   1.5 THe Medical City, SM Fairview  2.9km Commonwealth General Hospital     SCHOOLS 2.6 km OB Montessori Fairview  3.2km Hope Christian School   5.4km  School of Holy Spirit    9,9km UP Diliman   12.2km Mirriam College   12.6km Ateneo De  Manila    RELIGIOUS INSTITUTIONS 400m Shrine of St. Paul 2.7km Good Shepherd Cathedral   1.2km Mary the Queen Church  SHOPPING AND DINING 1.0km SM FAIRVIEW 1.3km Ayala Fairview Terraces    1.4km S & R Membership Shopping  3.8km Wilcon Home Depot   1.0km Robinsons Fairview   OTHERS 1.0km Nearest MRT 7 Station Mindanao  Avenue  6.0km  NLEX Entrance  via Smart Connect",3,2,80,90,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/greenview-executive-village/artisan-brand-new-house-lot-greenview-village-q-c-169034814819/,HO5F1E6DE7D70CBPH,"[121.06821,14.702178]",1,,Greenview Executive Village
6 months turn over customized house  and lot for sale in GREENVIEW SUBD. QC.,7800000,"Sauyo, Quezon City","CUSTOMIZED PROJECT  PROJECT - GREENVIEW EXECUTIVE VILLAGE  Location - GREENVIEW EXECUTIVE VILLAGE FAIRVIEW DAHLIA.,Q.C.  HOUSE FEATURES  2-Storey 3 Bedrooms 2 Toilet and Bath 1 Car Garage  LOT AREA: 90 sq.m FLOOR AREA: 80 sq.m  Selling Price- 7,800,000  Sample Computation:  Selling Price : P 7,800,000  20% Down Payment  : P 1,560,000 Less Reservation : P 50,000  20% Net Dp : P 1,510,000  Another 25%: 1,950,000 (18 months to pay: 108,333.33) 0 INTEREST  55% bank balance : 4,290,000 Estimated 3-Year Fixed Term @ 7% Per annum  15 Years To Pay : P 38,559.73 / Month   LIFESTYLE HUBS NEARBY HOSPITALS 700m Commonwealth Medical Center   1.5 THe Medical City, SM Fairview  2.9km Commonwealth General Hospital     SCHOOLS 2.6 km OB Montessori Fairview  3.2km Hope Christian School   5.4km  School of Holy Spirit    9,9km UP Diliman   12.2km Mirriam College   12.6km Ateneo De  Manila    RELIGIOUS INSTITUTIONS 400m Shrine of St. Paul 2.7km Good Shepherd Cathedral   1.2km Mary the Queen Church  SHOPPING AND DINING 1.0km SM FAIRVIEW 1.3km Ayala Fairview Terraces    1.4km S & R Membership Shopping  3.8km Wilcon Home Depot   1.0km Robinsons Fairview   OTHERS 1.0km Nearest MRT 7 Station Mindanao  Avenue  6.0km  NLEX Entrance  via Smart Connect",3,2,80,90,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/greenview-executive-village/6-months-turn-over-customized-house-and-lot-for-sa-168993702594/,HO5F1E65BCE114CPH,"[121.06821,14.702178]",1,,Greenview Executive Village
Enchanting Brand New House & Lot Greenview Village QC Philhomes - Gio Matias,7800000,"Fairview, Quezon City","CUSTOMIZED PROJECT  PROJECT - GREENVIEW EXECUTIVE VILLAGE  Location - GREENVIEW EXECUTIVE VILLAGE FAIRVIEW DAHLIA.,Q.C.  HOUSE FEATURES  2-Storey 3 Bedrooms 2 Toilet and Bath 1 Car Garage    LOT AREA: 90 sq.m FLOOR AREA: 80 sq.m  Selling Price- 7,800,000  Sample Computation:  Selling Price : P 7,800,000  20% Down Payment : P 1,560,000 Less Reservation : P 50,000  20% Net Dp : P 1,510,000  Another 25%: 1,950,000 (18 months to pay: 108,333.33) 0 INTEREST  55% bank balance : 4,290,000 Estimated 3-Year Fixed Term @ 7% Per annum  15 Years To Pay : P 38,559.73 / Month   LIFESTYLE HUBS NEARBY HOSPITALS 700m Commonwealth Medical Center  1.5 THe Medical City, SM Fairview  2.9km Commonwealth General Hospital   SCHOOLS 2.6 km OB Montessori Fairview  3.2km Hope Christian School  5.4km School of Holy Spirit  9,9km UP Diliman  12.2km Mirriam College  12.6km Ateneo De Manila   RELIGIOUS INSTITUTIONS 400m Shrine of St. Paul 2.7km Good Shepherd Cathedral  1.2km Mary the Queen Church  SHOPPING AND DINING 1.0km SM FAIRVIEW 1.3km Ayala Fairview Terraces  1.4km S & R Membership Shopping  3.8km Wilcon Home Depot  1.0km Robinsons Fairview   OTHERS 1.0km Nearest MRT 7 Station Mindanao Avenue  6.0km NLEX Entrance via Smart Connect",3,2,80,90,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/greenview-executive-village/enchanting-brand-new-house-lot-greenview-village-q-171982218358/,NO538HO73DOGINTRESPH,"[121.06821,14.702178]",1,,Greenview Executive Village
Aromatic Brand New House & Lot Greenview Village Q.C. Philhomes - Gio Matias,14800000,"Sauyo, Quezon City","PROJECT - 3 Storey Duplex LOCATION - Greenview Executive Village Quezon City    LOT AREA- 90 sqm FLOOR AREA- 202 sqm   TCP: 14,800,000    PROJECT FEATURES:  * Three Storey Duplex * 3 Bedrooms * 3 Toilet & bath * Maids room with toilet & bath * Entertainment room * Multi purpose deck * Powder room * Dining area * Kitchen area * Service area * 2 Car garage    Nearby establishments:  RELIGIOUS CENTERS  St. Peter Chapels Commonwealth  Iglesia ni Cristo , Calle Siete Mary the Queen Parish  NATURE PARKS  La Mesa Eco Park  La Mesa Camp Site  Quezon Memorial Circle  Wild Life  MEDICAL INSTITUTIONS   Veterans Memorial Medical Center Philippine Heart Center  East Avenue Medical Center  Commonwealth Hospital and Medical Center  Fairview General Hospital  General Malvar Hospital  Far Eastern University Nicanor Reyes Medical Foundation  BUSINESS CENTERS  UP -Ayala Land TechnoHub  EDUCATIONAL INSTITUTIONS  Far Eastern University Diliman  School of the Holy Spirit  University of the Philippines Diliman  Ateneo de Manila University  National College of Business and Arts Fairview  OB Montessori  Claret School of Quezon City  School of the Holy Spirit Quezon City  Miriam College Diliman Preparatory School  OB Montessori  St. Anthony School of Quezon City  COMMERCIAL CENTERS  Puregold North Commonwealth  Wilcon Depot  Pearl Drive  Ayala Fairview Terraces SM City Fairview  SM City North Edsa  Trinoma Ayala Terraces Fairview  Shopwise  Puregold  Wilcon Builders  Ace Builders    For Site Viewing please call/ text GIO MATIAS",3,3,202,90,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/greenview-executive-village/aromatic-brand-new-house-lot-greenview-village-q-c-171678964465/,NO538HO17YQGINTRESPH,"[121.049276,14.695099]",2,,GREENVIEW EXECUTIVE VILLAGE
Dramatic Brand New House Greenview Village Q.C. Philhomes - Gio Matias,7800000,"Fairview, Quezon City","CUSTOMIZED PROJECT  PROJECT - GREENVIEW EXECUTIVE VILLAGE  Location - GREENVIEW EXECUTIVE VILLAGE FAIRVIEW DAHLIA.,Q.C.  HOUSE FEATURES  2-Storey 3 Bedrooms 2 Toilet and Bath 1 Car Garage    LOT AREA: 90 sq.m FLOOR AREA: 80 sq.m  Selling Price- 7,800,000  Sample Computation:  Selling Price : P 7,800,000  20% Down Payment : P 1,560,000 Less Reservation : P 50,000  20% Net Dp : P 1,510,000  Another 25%: 1,950,000 (18 months to pay: 108,333.33) 0 INTEREST  55% bank balance : 4,290,000 Estimated 3-Year Fixed Term @ 7% Per annum  15 Years To Pay : P 38,559.73 / Month   LIFESTYLE HUBS NEARBY HOSPITALS 700m Commonwealth Medical Center  1.5 THe Medical City, SM Fairview  2.9km Commonwealth General Hospital   SCHOOLS 2.6 km OB Montessori Fairview  3.2km Hope Christian School  5.4km School of Holy Spirit  9,9km UP Diliman  12.2km Mirriam College  12.6km Ateneo De Manila   RELIGIOUS INSTITUTIONS 400m Shrine of St. Paul 2.7km Good Shepherd Cathedral  1.2km Mary the Queen Church  SHOPPING AND DINING 1.0km SM FAIRVIEW 1.3km Ayala Fairview Terraces  1.4km S & R Membership Shopping  3.8km Wilcon Home Depot  1.0km Robinsons Fairview   OTHERS 1.0km Nearest MRT 7 Station Mindanao Avenue  6.0km NLEX Entrance via Smart Connect",3,2,80,90,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/greenview/dramatic-brand-new-house-greenview-village-q-c-phi-172958646113/,HO5EF970D1B4F3BPH,"[121.06821,14.702178]",1,,GREENVIEW EXECUTIVE VILLAGE
3 STOREY TOWNHOUSE WITH MEZZANINE,14800000,"Kamuning, Quezon City","""ANMARI HOMES"" 2 Units Available These Pre-selling Townhouse Units are located in the area of Kamuning, Quezon City near EDSA MRT Station, Quezon City Hall, and major malls like Gateway, Centris, SM City North Edsa and Trinoma. LOT AREA PER UNIT: 60 square meters USABLE FLOOR AREA PER UNIT: 200 square meters FEATURES (Per unit): ✓ 4 Bedrooms ✓ 4 Toilet and Bath ✓ 2 Car Port ✓ All Bedrooms with Cabinet ✓ Spacious Living Area ✓ Spacious Kitchen/ Dining Area ✓ Balcony ✓ Flood Free ✓ Granite Kitchen Counter Top ✓ Cable (TV) and Fiber Optics-ready ✓ Multi-Point Water Heating System-Ready ✓ Senior Friendly PAYMENT DETAILS: • Total Contract Price: 14,800,000.00 • Reservation Fee: 100,000.00 *(Reservation fee is deductible from Down Payment) • Down payment: 2,960,000.00 (20% of Selling Price) • Balance payment: 11,840,000.00 (Cash or Bank Financing) Sample Monthly Amortization: 5 years @ 7% interest - 234,446.19 10 years @ 7% interest - 137,472.44 15 years @ 7% interest - 106,421.27 20 years @ 7% interest - 91,795.39 NEARBY: Malls and Groceries • SM North (17 minutes) • Trinoma (19 minutes) • Centris (14 minutes) • Robinson’s Magnolia (10 minutes) • Gateway Mall (7 minutes) • Puregold (1 minutes) Wet Market • Kamuning Market (4 minutes) • Nepa Q-mart (10 minutes) Schools • University of the Philippines (15 minutes) • Ateneo de Manila (17 minutes) • Trinity University (9 minutes) • St. Joseph University (8 minutes) Hospitals • St. Luke’s Medical Center (10 minutes) • Delgado Medical Center (2 minutes) • East Avenue Medical Center (14 minutes) • Lung Center of the Philippines (18 minutes) Churches • Sacred Heart Parish (5 minutes) • Iglesia Ni Cristo - Lokal ng Cubao (Quezon City) (4 minutes) For viewing and details please get in touch with us through the following mobile numbers:",4,4,60,200,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-townhouse-with-mezzanine-172732909513/,HO66F4F3471F8D7PH,"[121.038526,14.62746]",N/A,N/A,N/A
